video_name, What is in this video?, What is the person doing?, What are the people doing in the background?, Are people in the video focused or distracted?, Can you tell the mood of the person in the video?, Can you identify objects in the video?, Is anyone holding any object, what are they holding?, Are there any safety hazards in the place?, Can you tell the profession of people in the video?
6bm9x4prH3U_000035_000045.mp4, ['In this video a woman is seen dancing in a room. She is wearing a black top and a white skirt. The room has a wooden floor and a chair in the background.'], ['The person is dancing in the room.'], ['The people in the background are dancing.'], ['The video shows people in the background looking at the woman dancing indicating that they are focused on her performance.'], ['The person in the video appears to be in a playful and energetic mood as they are dancing and moving around the room.'], ['Yes the video shows a man wearing a hat and a woman wearing a dress. There is also a chair visible in the background.'], ['Yes the person in the video is holding a black bag.'], ['Yes there is a fire extinguisher in the room which could be a safety hazard if not handled properly.'], ['The video does not provide any information about the profession of the people in the video.']
9l7a7nPUhX0_000054_000064.mp4, ["This video shows a person using a pottery wheel to shape a piece of clay into a bowl. The person's hands are seen working on the clay shaping it into a bowl while the pottery wheel spins the clay."], ['The person is making pottery on a pottery wheel.'], ['The people in the background are sitting on chairs and watching the man making pottery.'], ['The people in the video are focused on their work as they are seen working on pottery wheels and shaping clay into various objects.'], ['The person in the video appears to be focused and engaged in their pottery work.'], ['Yes the video shows a person using a pottery wheel to create a clay pot.'], ['Yes the person is holding a piece of clay.'], ['There is no indication of any safety hazards in the video.'], ['The video shows people working with pottery wheels which suggests that they are likely pottery artists or potters.']
7WKc79PulKE_000327_000337.mp4, ['This video shows a person cooking in a kitchen. They are seen stirring a pot of soup and adding ingredients to it. The video also shows a pot of water being poured into a bowl.'], ['The person is cooking in a kitchen.'], ['The people in the background are preparing food in a kitchen.'], ['The video shows people focused on their tasks with one person stirring a pot of food and another person pouring water into a pot.'], ['The person in the video appears to be in a happy and relaxed mood while preparing the food.'], ['Yes the video shows a pot on a stove a bowl of food a spoon a knife a spoon a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of food a bowl of'], ['Yes a person is holding a pot.'], ['Yes there is a potential safety hazard in the place. The person is holding a pot of boiling water which can cause burns if it is not handled properly.'], ['The video does not provide any information about the profession of the people in the video.']
4gveLqVmU88_000000_000010.mp4, ['The video shows a coin being flipped in the air.'], ['The person is holding a coin in their hand.'], ['The people in the background are playing cards.'], ['The video shows people focused on the coin which is being manipulated by a magician.'], ['The person in the video appears to be calm and focused as they are performing a coin trick.'], ['Yes the video shows a coin being flipped in the air.'], ['Yes there is a person holding a coin in the video.'], ['There is no existence of any safety hazards in the video.'], ['The video does not provide any information about the profession of the people in the video.']
3zVp_9wNhss_000077_000087.mp4, ['The video shows a girl playing chess with a large chessboard.'], ['The person is playing chess.'], ['The people in the background are walking around.'], ['The video shows people playing chess and enjoying themselves indicating that they are focused and engaged in the game.'], ['The person in the video appears to be having a good time as they are seen smiling and laughing while playing chess.'], ['Yes the video shows a girl sitting on a bench a chess board with large pieces and a person standing in the background.'], ['Yes a woman is holding a pink bag.'], ['Yes there are safety hazards in the place. The woman is playing chess in a crowded area which could potentially cause accidents or injuries. Additionally the large chess pieces could pose a risk if someone were to trip over them or accidentally knock them over.'], ['The video does not provide any information about the profession of the people in the video.']
9Y0z-7M4fmc_000099_000109.mp4, ['This video shows a construction site where a large pipe is being laid down. There are two men working on the pipe and a large yellow machine is present in the background. The scene appears to be a busy construction site with various equipment and workers involved in the project.'], ['The person is laying a pipe in the ground.'], ['The people in the background are working on a construction site.'], ['The people in the video are focused on their work as they are seen working on the construction site.'], ['The person in the video appears to be focused and determined as they are working hard to complete their task.'], ['Yes the video shows a construction site with a large pipe and a machine. There are also people working on the site.'], ['Yes the man in the orange vest is holding a shovel.'], ['Yes there are safety hazards in the place. The workers are working in a muddy area which can be slippery and cause accidents. Additionally the presence of heavy machinery like the excavator can pose a risk of injury if not operated properly.'], ['Yes the people in the video are construction workers.']
-nPeUqrex5w_000012_000022.mp4, ['This video shows a man performing bench press exercises in a gym. He is lying on a bench and lifting a barbell with weights.'], ['The person is lifting a barbell on a bench press machine.'], ['The people in the background are exercising.'], ['The video shows people in the gym either focused on their workout or distracted by their surroundings.'], ['The person in the video appears to be focused and determined as they lift the weights.'], ['Yes the video shows a man lifting a barbell on a bench press machine.'], ['Yes there is a person holding a camera in the video.'], ['Yes there are safety hazards in the place. The man is lifting a heavy weight on a bench press which can be dangerous if not done properly. Additionally there are other people in the background who are also lifting weights which can be a potential hazard if they are not paying attention to their surroundings.'], ['The video does not provide any information about the professions of the people in the video.']
6WwB_-Q4_W4_000136_000146.mp4, ['The video shows a man holding a small object and blowing into it causing smoke to come out.'], ['The person is smoking a pipe.'], ['The people in the background are not clearly visible but they appear to be engaged in various activities.'], ['The people in the video are focused on their activities such as smoking a pipe holding a cigarette or holding a bottle.'], ['The person in the video appears to be in a relaxed and casual mood as they are seen smoking a pipe and enjoying the experience.'], ['Yes the video shows a man holding a pipe and smoking it.'], ['Yes the man is holding a pipe.'], ['Yes there is a safety hazard in the place. The man is smoking a pipe indoors which can be dangerous due to the risk of fire and smoke inhalation.'], ['The video does not provide any information about the profession of the people.']
3GGyLnbpRtc_000109_000119.mp4, ['This video shows a person snowboarding down a snowy slope. The person is wearing a blue jacket and a red hat. The video also includes a scene where two people are riding a ski lift and they are wearing goggles.'], ['The person is snowboarding down a snowy slope.'], ['The people in the background are skiing down the snowy hill.'], ['The video shows people skiing and snowboarding down a snowy hill with some people looking at the camera and others looking away.'], ['The person in the video appears to be having a good time and is enjoying the snowy environment.'], ['Yes the video shows a snowboarder wearing a blue jacket and black pants a person wearing a blue jacket and black pants and a person wearing a blue jacket and black pants.'], ['Yes one of the men is holding a camera.'], ['Yes there are safety hazards in the place. The video shows a person skiing down a hill which can be dangerous if not done properly. Additionally there are people standing on the snow which can be slippery and lead to falls.'], ['The video does not provide any information about the profession of the people in the video.']
7t9kBon4Woc_000018_000028.mp4, ["The video shows a person tying a knot in a piece of rope. The person's hands are seen manipulating the rope to create the knot and then they pull on the ends to tighten it. The background appears to be a striped fabric."], ['The person is tying a knot in a piece of rope. They are holding the rope with both hands and pulling it tight to secure the knot.'], ['There is no background activity in the image. The focus is on the person tying a knot in a rope.'], ['The people in the video are focused on the task at hand which is tying a knot.'], ['The person in the video appears to be focused and engaged in the task of tying the knot.'], ['Yes the video shows a person holding a rope and tying a knot.'], ['Yes the person in the image is holding a piece of rope. They are demonstrating how to tie a knot in the rope.'], ['The image shows a person tying a knot in a rope. There are no visible safety hazards in the image. The focus is on the knot-tying process and the background appears to be a plain surface which does not indicate any immediate safety concerns.'], ['The video does not provide any information about the profession of the people.']
